,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
prob[316],0.9974549739,0.004123007,0.9911224641,0.9999997905,2.26377e-05,1.60074e-05,49928.2546826428,35330.5523780185,0.9999939603
prob[317],0.4189538268,0.025686192,0.3709314019,0.4646651183,0.0001249388,8.91172e-05,39576.9511842377,30579.2677845495,0.9999972903
prob[318],0.9909955096,0.0101608267,0.9731867837,0.9999833536,5.36645e-05,3.79468e-05,50241.117177778,35183.7399456584,0.9999885906
prob[319],0.6285949141,0.0755492737,0.4855803076,0.7683040687,0.0003202598,0.0002264591,55809.8514286589,40631.2004309269,1.0000364742
prob[320],0.0976784658,0.05712108,0.0094503954,0.2020262762,0.0003082205,0.0002373187,39742.5426338234,30547.6222792629,0.9999598039
prob[321],0.9447843091,0.0328632822,0.8844709857,0.994132444,0.0001441878,0.0001019568,65174.1641578085,36333.5728235308,1.0000605304
prob[322],0.764377071,0.0650840669,0.644046912,0.8855925706,0.0002548252,0.0001801894,67162.4669907754,38360.0328627916,1.0000256546
prob[323],0.4435475404,0.0860630561,0.2815055172,0.6036344366,0.0004127478,0.0002986499,43389.6964232537,37540.4821160191,1.0000653313
prob[324],0.2857656362,0.0863614419,0.1241082934,0.444052527,0.0004407007,0.0003284966,39393.7439925577,32525.2357609514,1.0000336613
prob[325],0.0308763924,0.028197194,0.0002147812,0.0819582851,0.0001574568,0.0001189775,41513.1525214999,30935.7350047219,0.9999785715
prob[326],0.2747000278,0.0565561112,0.1680728356,0.3804028978,0.0002863358,0.000210884,39292.9350096088,30630.6074635358,0.9999539531
prob[327],0.8651540597,0.0523650204,0.7677456446,0.9572747631,0.0002086212,0.0001475182,69713.9864031232,35810.1718050594,1.0000139022
prob[328],0.9254094006,0.038981817,0.85369611,0.9883114159,0.0001654259,0.0001169744,66827.2062870366,36090.5186534718,1.0000524072
prob[329],0.0549926266,0.0409066181,0.0017988092,0.1301971641,0.0002249262,0.0001725061,40658.2214579036,30823.9474302502,0.9999770645
prob[330],0.9176283356,0.0396086158,0.8442538625,0.9833945691,0.0001883248,0.0001331666,48964.2931604815,35099.7511125386,0.9999751669
prob[331],0.585979005,0.0267790614,0.5385603203,0.6365130799,0.0001034109,7.32323e-05,65114.4179241822,37375.79374939,1.0000255223
prob[332],0.9954357017,0.0063629436,0.9849447217,0.999998979,3.46468e-05,2.44992e-05,48964.2931604815,35099.7511125386,0.9999951308
prob[333],0.9747480341,0.0205391342,0.9372108874,0.9995821903,0.0001045308,7.3915e-05,48964.2931604815,35099.7511125386,0.9999870035
prob[334],0.6170053059,0.0763266763,0.4743987658,0.7599072282,0.0003264008,0.0002308015,54799.60670947,40940.1119185632,1.0000361215
prob[335],0.5607268889,0.0799480488,0.4104883848,0.71003818,0.000356505,0.0002532946,50247.8131899568,41807.9223013242,1.0000311196
prob[336],0.29856918,0.0387660206,0.2243330303,0.3690686833,0.000168222,0.0001211309,51956.4098764608,35082.725712601,0.9999634913
prob[337],0.1705685279,0.074394381,0.0432065295,0.3100775242,0.0003921415,0.0002989624,39050.8583078667,30836.3021494648,0.9999798292
prob[338],0.4906154207,0.083943364,0.330470782,0.6449073089,0.0003921728,0.0002815389,45678.9819167864,39779.4719907494,1.0000766427
prob[339],0.6915579794,0.0711065305,0.5608314418,0.8259787282,0.0002882262,0.0002038077,61462.0044925373,39285.1365457063,1.000034628
prob[340],0.4212823194,0.0868334186,0.2624259473,0.5875225202,0.000421029,0.0003058453,42502.0511572587,36800.4430406766,1.0000510405
prob[341],0.7785476219,0.0619108688,0.6610588659,0.8907430328,0.0002396686,0.0001694721,68479.2258189357,37442.1947430579,1.0000212777
prob[342],0.0231723458,0.0232244866,8.84272e-05,0.0647740777,0.0001305334,9.76162e-05,41902.5244605052,31029.4496044816,0.9999811443
prob[343],0.4157783287,0.0609817705,0.3022259284,0.5320886055,0.000303038,0.000219354,40895.1860818393,34978.8579519083,1.0000456492
prob[344],0.5574780283,0.0523263171,0.4622674083,0.657944313,0.0002312518,0.0001643734,51437.6978406211,41587.1167576417,1.0000323281
prob[345],0.2889727529,0.0677826171,0.1604121474,0.4135156714,0.0003469917,0.0002567481,38919.2855038089,31666.9465080462,0.9999944978
prob[346],0.4861749194,0.0560190937,0.382173891,0.5926739966,0.0002665858,0.0001910314,44661.8522847823,38571.1070706201,1.0000828478
prob[347],0.0828284168,0.0470883589,0.0104485246,0.1696560487,0.0002491275,0.0001920836,41318.6885106226,30728.3152553549,0.9999590037
prob[348],0.9954357017,0.0063629436,0.9849447217,0.999998979,3.46468e-05,2.44992e-05,48964.2931604815,35099.7511125386,0.9999951308
prob[349],0.5904415144,0.0494074325,0.49915145,0.6825048367,0.0002087332,0.000147947,55812.6414127944,40519.702900067,1.0000347401
prob[350],0.0544110655,0.0363461096,0.0031995622,0.1208287521,0.0001927411,0.0001485815,42743.9224405327,31766.8786789531,0.9999557331
prob[351],0.0462827112,0.0338756495,0.0016065348,0.1079824065,0.0001823833,0.0001400899,42390.2993272167,31428.8193069501,0.9999627325
prob[352],0.6452844045,0.0438481858,0.566041964,0.7285018254,0.0001692292,0.0001196636,65338.4554229012,37871.8529772547,1.0000269779
prob[353],0.3492955857,0.0653608799,0.2271919834,0.472328358,0.0003315044,0.0002426283,39310.8416335294,32650.8343262269,1.0000336615
prob[354],0.240989348,0.0448176585,0.1577458085,0.3254432962,0.0001894838,0.0001383583,55493.6269612441,35848.6936539493,1.0000100405
prob[355],0.9176283356,0.0396086158,0.8442538625,0.9833945691,0.0001883248,0.0001331666,48964.2931604815,35099.7511125386,0.9999751669
prob[356],0.1466095873,0.0606478924,0.039985901,0.2583652973,0.0003159143,0.0002410236,40035.5157917053,30724.5422470148,0.9999598353
prob[357],0.5785562529,0.0516697772,0.4858451602,0.6786237951,0.0002223975,0.0001577629,53972.3058521834,40715.1119642322,1.000034101
prob[358],0.79811773,0.0512006612,0.7004317565,0.8914242304,0.0001952227,0.0001380439,69833.2839569459,35797.2230810073,1.0000259304
prob[359],0.5894114114,0.0195245536,0.5542422778,0.6266590742,8.67736e-05,6.13585e-05,48964.2931604815,35099.7511125386,0.9999513719
prob[360],0.0083033329,0.010690429,3.0417e-06,0.0263171051,6.00434e-05,4.32305e-05,44453.9608115751,32741.4041093847,1.0000080502
prob[361],0.0062922107,0.008764738,1.9738e-06,0.0206073481,4.94429e-05,3.512e-05,44683.6457868749,32979.6040375582,1.0000063011
prob[362],0.2511270964,0.0680246202,0.1245126952,0.3776590001,0.0003498281,0.0002608454,38957.9630898643,30838.634784959,0.9999633519
prob[363],0.7363163707,0.0517294248,0.6401712225,0.8329584525,0.0001940644,0.0001372248,70214.1720194133,36729.6077633469,1.0000138952
prob[364],0.0145858585,0.0158838067,3.75817e-05,0.0425714905,8.82174e-05,6.52163e-05,43918.9467356527,32437.8942606672,0.999992844
prob[365],0.4020834085,0.0619605497,0.2871198754,0.5205675812,0.0003095984,0.0002245888,40441.467593103,34391.2995098822,1.0000278289
prob[366],0.0258881011,0.0234207711,0.0003123294,0.0683125391,0.0001282242,9.69846e-05,43243.5115780204,31984.0069907707,0.99997161
prob[367],0.879092036,0.0475094669,0.7898746207,0.9616300191,0.0001950436,0.0001379173,65451.1225108682,35535.3951406092,1.0000573134
prob[368],0.3147016118,0.0733810132,0.178866034,0.4509231577,0.0003662415,0.0002696145,39283.4438348838,31683.8260903532,1.0000465246
prob[369],0.9247507561,0.0381456758,0.8543695034,0.9867143009,0.0001651608,0.000116787,62427.577609035,36444.5248458443,1.000058194
prob[370],0.9891570619,0.0113365863,0.9691119966,0.9999224232,5.78265e-05,4.08899e-05,55881.1940119493,35719.7510623618,0.9999981098
prob[371],0.753838741,0.0505165879,0.6576621258,0.8461775507,0.0001894356,0.0001339517,70540.3035245659,35788.2585581972,1.0000069989
prob[372],0.991762805,0.0093564399,0.9755287854,0.9999886704,4.84627e-05,3.42686e-05,55473.3574928678,35758.928387825,1.000002712
prob[373],0.9747480341,0.0205391342,0.9372108874,0.9995821903,0.0001045308,7.3915e-05,48964.2931604815,35099.7511125386,0.9999870035
prob[374],0.6534545472,0.0613567589,0.5402516794,0.7701459314,0.0002489479,0.0001760336,62204.9828940904,39918.4819842373,1.0000357805
prob[375],0.1435076963,0.0619599119,0.0318838145,0.2556840674,0.0003203309,0.000244018,40096.4332539151,30712.3051169011,0.9999628814
prob[376],0.9747480341,0.0205391342,0.9372108874,0.9995821903,0.0001045308,7.3915e-05,48964.2931604815,35099.7511125386,0.9999870035
prob[377],0.9044918321,0.0428722027,0.8251891827,0.9774438952,0.0001807708,0.0001278249,63861.9050152624,36149.6173235005,1.0000590435
prob[378],0.1219760915,0.0492663627,0.0348946384,0.2130565905,0.0002447988,0.0001865999,43636.271757469,32157.509558875,0.9999565214
prob[379],0.9348273601,0.0353639639,0.8705465728,0.9913893764,0.0001554972,0.0001099538,61657.5822434055,36420.5181635113,1.0000591414
prob[380],0.9642364384,0.0249539106,0.9184544468,0.997853421,0.0001163501,8.22724e-05,59081.441723651,35870.62259219,1.0000342415
prob[381],0.980277049,0.017029886,0.9493792054,0.9996944775,8.34452e-05,5.90051e-05,57283.8241267538,36001.7937889206,1.0000220772
prob[382],0.753838741,0.0505165879,0.6576621258,0.8461775507,0.0001894356,0.0001339517,70540.3035245659,35788.2585581972,1.0000069989
prob[383],0.9407935209,0.03355559,0.8789573707,0.9924080291,0.0001490314,0.0001053817,61174.9088827987,36264.2206784258,1.000052368
prob[384],0.7914440424,0.0565334948,0.6858933069,0.8957320216,0.000220456,0.0001558867,68716.6922094226,36919.4258861619,1.0000082264
prob[385],0.9858873974,0.0140142367,0.9607151399,0.9999600289,7.33415e-05,5.18607e-05,48964.2931604815,35099.7511125386,0.9999902885
prob[386],0.4809083489,0.0676089407,0.3497162643,0.6008222962,0.0003143896,0.0002243093,45473.2573392949,40020.5919701871,1.0000916318
prob[387],0.8475719807,0.0517676685,0.7508362438,0.9406043948,0.0002072285,0.0001465334,67086.7524117901,36197.1153986349,1.0000391196
prob[388],0.1889415258,0.0681412809,0.0675731827,0.3178030395,0.0003489918,0.0002634195,39494.5409749787,30391.5839337752,0.999973394
prob[389],0.8818912328,0.0470576614,0.7940596643,0.9638846804,0.0001936998,0.0001369672,65287.6972577451,35588.2180436049,1.0000563845
prob[390],0.9311504792,0.0370160181,0.8628968907,0.9898192373,0.0001585917,0.0001121419,65921.0725081001,35938.5902389155,1.0000473565
prob[391],0.9890134378,0.0114422718,0.9687937799,0.9999359817,5.83095e-05,4.12313e-05,55986.0284473967,35892.4331689968,0.9999997843
